,movie_id,title,genre,description
3566,3635,"Spy Who Loved Me, The (1977)",Action,"The making of Roger Moore's third film as James Bond, often regarded as his best, and the first time Albert R. Broccoli served as sole producer."
3567,3636,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),Drama,"Friends of a recently deceased minor painter Jean-Baptiste take a train in Paris for Limoges, where he wished to be buried, and all the people on the train have their problems."
3568,3637,Vagabond (Sans toit ni loi) (1985),Drama,"A young woman's body is found frozen in a ditch. Through flashbacks and interviews, we see the events that led to her inevitable death."
3569,3638,Moonraker (1979),Action Romance Sci-Fi,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide."
3570,3639,"Man with the Golden Gun, The (1974)",Action,"James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder."
3571,3640,"King in New York, A (1957)",Comedy Drama,"A recently-deposed European monarch seeks shelter in New York City, where he becomes an accidental television celebrity and is later wrongly accused of being a Communist."
3572,3641,"Woman of Paris, A (1923)",Drama,A kept woman runs into her former fiancé and finds herself torn between love and comfort.
3573,3642,In Old California (1942),Western,"During the California Gold Rush, Boston pharmacist Tom Craig sets up shop in Sacramento where he clashes with local town crook Britt Dawson."
3574,3643,"Fighting Seabees, The (1944)",Action Drama War,"During WW2, the U.S. Navy implements a new idea of forming construction battalions that also are fighting units, in case of Japanese attack."
3575,3644,Dark Command (1940),Western,"In Kansas, during the Civil War opposing pro-Union and pro-Confederate camps clash and visiting Texan Bob Seton runs afoul of William Cantrell's Raiders."
3576,3645,Cleo From 5 to 7 (Cl�o de 5 � 7) (1962),Drama, Tanya 
3577,3646,Big Momma's House (2000),Comedy,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother."
3578,3647,Running Free (2000),Drama,"The tale of the extraordinary life and times of Lucky, a horse that was born in captivity but achieves his dream of running free with the help of a stableboy."
3579,3648,"Abominable Snowman, The (1957)",Horror Sci-Fi,A kindly English botanist and a gruff American scientist lead an expedition to the Himalayas in search of the legendary Yeti.
3580,3649,American Gigolo (1980),Drama,"A Los Angeles male escort, who mostly caters to an older female clientèle, is accused of a murder which he did not commit."
3581,3650,Anguish (Angustia) (1986),Horror, Tanya 
3582,3651,"Blood Spattered Bride, The (La Novia Ensangrentada) (1972)",Horror,"Newlywed Susan is haunted by visions of Mircalla Karnstein, a centuries-old bride who murdered her husband on their wedding night."
3583,3652,City of the Living Dead (Paura nella citt� dei morti viventi) (1980),Horror, Tanya 
3584,3653,"Endless Summer, The (1966)",Documentary,
3585,3654,"Guns of Navarone, The (1961)",Action Drama War,
3586,3655,Blow-Out (La Grande Bouffe) (1973),Drama,A group of men go to a villa in the French countryside where they resolve to eat themselves to death.
3587,3656,Lured (1947),Crime,British police are after a serial killer who lures his female victims through newspaper personal ads and sends cryptic-poem clues to the cops.
3588,3657,Pandora and the Flying Dutchman (1951),Drama,A seductive woman falls in love with a mysterious ship's captain.
3589,3658,Quatermass and the Pit (1967),Sci-Fi,"A mysterious artifact is unearthed in London, and famous scientist Bernard Quatermass is called into to divine its origins and explain its strange effects on people."
3590,3659,Quatermass II (1957),Sci-Fi Thriller,"Professor Quatermass is trying to perfect a dangerously unstable nuclear-powered rocket engine. After a disastrous test firing in Australia, his soon-to-be son-in-law, Captain John Dillon, ..."
3591,3660,Puppet Master (1989),Horror Sci-Fi Thriller,"Psychics find themselves plotted against by a former colleague, who committed suicide after discovering animated, murderous puppets."
3592,3661,Puppet Master II (1990),Horror Sci-Fi Thriller,"The puppets return and hunt paranormal researchers in an attempt to take their brain fluid for their master, Andre Toulon."
3593,3662,Puppet Master III: Toulon's Revenge (1991),Horror Sci-Fi Thriller,A puppeteer's ability to bring inanimate objects to life attracts the attention of the Nazis during World War II.
3594,3663,Puppet Master 4 (1993),Horror Sci-Fi Thriller,"A young scientist and his friends, upon being attacked by demons, are protected by a gang of animated puppets."
3595,3664,Puppet Master 5: The Final Chapter (1994),Horror Sci-Fi Thriller,
3596,3665,Curse of the Puppet Master (1998),Horror Sci-Fi Thriller,A scientist attempts to master the art of transferring people's souls into puppets.
3597,3666,Retro Puppetmaster (1999),Horror Sci-Fi Thriller,"In the late nineteenth century, an Ancient Egyptian sorcerer discovers the art of transferring the souls of the dead into inanimate objects."
3598,3667,Rent-A-Cop (1988),Action Comedy,
3599,3668,Romeo and Juliet (1968),Drama Romance,"When two young members of feuding families meet, forbidden love ensues."
3600,3669,Stay Tuned (1992),Comedy,A husband and wife are sucked into a hellish television set and have to survive a gauntlet of twisted versions of shows they find themselves in.
3601,3670,"Story of G.I. Joe, The (1945)",War,
3602,3671,Blazing Saddles (1974),Comedy Western,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."
3603,3672,Benji (1974),Adventure Children's,A stray dog saves two kidnapped children.
3604,3673,Benji the Hunted (1987),Adventure Children's,Benji is left in the wilderness after an accident. Can he survive?
3605,3674,For the Love of Benji (1977),Adventure Children's,"Benji sniffs out a bogus CIA agent in Athens, Greece."
3606,3675,White Christmas (1954),Musical,A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.
3607,3676,Eraserhead (1977),Drama Horror,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child."
3608,3677,Baraka (1992),Documentary,A collection of expertly photographed scenes of human life and religion.
3609,3678,"Man with the Golden Arm, The (1955)",Drama,A junkie must face his true self to kick his drug addiction.
3610,3679,"Decline of Western Civilization, The (1981)",Documentary,"A look into the Los Angeles punk rock scene, that was largely ignored by the rock music press of the time."
3611,3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,"Documentary showcase, what life was like for the music artists living during the Los Angeles Heavy Metal scene in the mid and late 1980s."
3612,3681,For a Few Dollars More (1965),Western,Two bounty hunters with the same intentions team up to track down a Western outlaw.
3613,3682,Magnum Force (1973),Western,"San Francisco Inspector ""Dirty"" Harry Callahan is on the trail of vigilante Police Officers who are not above going beyond the law to kill the city's undesirables."
3614,3683,Blood Simple (1984),Drama Film-Noir,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered."
3615,3684,"Fabulous Baker Boys, The (1989)",Drama Romance,"The lives of two struggling musicians, who happen to be brothers, inevitably change when they team up with a beautiful, up-and-coming singer."
3616,3685,Prizzi's Honor (1985),Comedy Drama Romance,Two professional assassins fall in love.
3617,3686,Flatliners (1990),Thriller,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives."
3618,3687,Light Years (1988),Sci-Fi,
3619,3688,Porky's (1981),Comedy,"In 1954, a group of Florida high-school guys try to help their buddy lose his virginity, which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them."
3620,3689,Porky's II: The Next Day (1983),Comedy,The naughty high schoolers of Angel Beach High now seek revenge on a group of KKK religious fanatics and corrupt politicians who want to shut down their Shakespeare production after they cast a Seminole transfer student in the lead.
3621,3690,Porky's Revenge (1985),Comedy,"As graduation nears for the class of 1955 at Angel Beach High, the gang once again faces off against their old enemy, Porky, who wants them to throw the school's championship basketball game because he's betting on the opposing team."
3622,3691,Private School (1983),Comedy,Chris from a girls' boarding school loves Jim from a nearby boys' boarding school. Jordan also wants Jim and plays dirty. Jim and 2 friends visit the girls' school posing as girls.
3623,3692,Class of Nuke 'Em High (1986),Comedy Horror,The pupils at a high school next to a nuclear power plant start acting and looking strange after buying contaminated drugs from a plant worker.
3624,3693,"Toxic Avenger, The (1985)",Comedy Horror,"A musical adaptation of the 1984 movie by the same name. ""A movie that most people only watched while stoned."" A dystopian future of global warming and ecological disaster. While trying to ..."
